Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
OX16 3WQ,Yes,52.068481,-1.329643,446048,241335,SP460413,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028438,Cherwell 004D,E01035725,Cherwell 004D
OX16 3WR,Yes,52.067703,-1.321413,446613,241254,SP466412,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3WS,Yes,52.068780,-1.317969,446848,241376,SP468413,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 3WT,Yes,52.067130,-1.320138,446701,241191,SP467411,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3WW,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2004-08-01,2008-06-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3WX,Yes,52.070251,-1.318778,446791,241539,SP467415,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 3WY,Yes,52.069669,-1.319253,446759,241474,SP467414,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 3WZ,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2002-05-01,2006-05-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3XA,No,52.073266,-1.322584,446527,241872,SP465418,Banbury Grimsbury and Hightown,Banbury,2002-06-01,2004-04-01,98,England,2024-12-20,Imputed by ONS by reference to surrounding postcode grid references,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3XJ,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2011-11-01,2016-12-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3XN,No,52.073266,-1.322584,446527,241872,SP465418,Banbury Grimsbury and Hightown,Banbury,2002-09-01,2003-11-01,98,England,2024-12-20,Imputed by ONS by reference to surrounding postcode grid references,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3XQ,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2003-06-01,2006-01-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3XR,No,52.073305,-1.323035,446496,241876,SP464418,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2024-02-01,99,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3XS,No,52.076883,-1.319844,446711,242276,SP467422,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2015-02-01,96,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3XW,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2004-01-01,2006-03-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3XZ,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2002-12-01,2004-09-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3YD,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2003-06-01,2008-03-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3YJ,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-12-01,2001-12-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3YL,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-12-01,2009-09-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3YP,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2000-10-01,93,England,2024-12-20,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3YR,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2003-02-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3YS,No,52.067806,-1.325234,446351,241263,SP463412,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2001-01-01,94,England,2024-12-20,Postcode sector mean (mainly PO Boxes),E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3YT,Yes,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3ZG,No,52.071269,-1.323927,446437,241649,SP464416,Banbury Grimsbury and Hightown,Banbury,2002-07-01,2003-08-01,96,England,2024-12-20,Imputed by ONS by reference to surrounding postcode grid references,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3ZJ,No,52.071269,-1.323927,446437,241649,SP464416,Banbury Grimsbury and Hightown,Banbury,2003-01-01,2004-02-01,96,England,2024-12-20,Imputed by ONS by reference to surrounding postcode grid references,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3ZL,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2003-07-01,2006-02-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 3ZN,Yes,52.071287,-1.323912,446438,241651,SP464416,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,96,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3ZP,Yes,52.071428,-1.320321,446684,241669,SP466416,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3ZW,Yes,52.071731,-1.321308,446616,241702,SP466417,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 3ZX,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2002-09-01,2008-10-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4AA,Yes,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4AB,Yes,52.058868,-1.316952,446928,240274,SP469402,Banbury Grimsbury and Hightown,Banbury,2002-07-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4AD,Yes,52.060967,-1.325424,446345,240502,SP463405,Banbury Grimsbury and Hightown,Banbury,2008-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4AE,Yes,52.071201,-1.318048,446840,241645,SP468416,Banbury Grimsbury and Hightown,Banbury,2008-01-01,,96,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 4AF,Yes,52.062360,-1.326832,446247,240656,SP462406,Banbury Grimsbury and Hightown,Banbury,2008-05-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4AG,Yes,52.060630,-1.321754,446597,240467,SP465404,Banbury Grimsbury and Hightown,Banbury,2011-07-01,,91,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4AH,Yes,52.063807,-1.325235,446355,240818,SP463408,Banbury Grimsbury and Hightown,Banbury,2021-11-01,,96,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4AJ,Yes,52.058345,-1.318199,446843,240215,SP468402,Banbury Grimsbury and Hightown,Banbury,2018-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4EB,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2006-02-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4FA,Yes,52.064464,-1.316196,446974,240897,SP469408,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4FB,Yes,52.065040,-1.314904,447062,240962,SP470409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4FD,Yes,52.064464,-1.314752,447073,240898,SP470408,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4FE,Yes,52.066085,-1.315121,447046,241078,SP470410,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4FF,Yes,52.065864,-1.314308,447102,241054,SP471410,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 4FG,Yes,52.064460,-1.317057,446915,240896,SP469408,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4FN,Yes,52.067114,-1.315820,446997,241192,SP469411,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 4FP,Yes,52.066281,-1.319568,446741,241097,SP467410,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4FQ,Yes,52.065339,-1.316737,446936,240994,SP469409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4FR,Yes,52.066781,-1.317445,446886,241154,SP468411,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4FS,Yes,52.066761,-1.315563,447015,241153,SP470411,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 4FT,Yes,52.067722,-1.316788,446930,241259,SP469412,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4FU,Yes,52.065747,-1.319007,446780,241038,SP467410,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4FW,Yes,52.065604,-1.316033,446984,241024,SP469410,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4GJ,No,52.065614,-1.316062,446982,241025,SP469410,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2001-01-01,94,England,2024-12-20,Imputed by ONS by reference to surrounding postcode grid references,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4JA,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2001-06-01,2006-02-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4LT,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2014-10-01,2015-10-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4NJ,Yes,52.063230,-1.325317,446350,240754,SP463407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,96,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4NL,Yes,52.063488,-1.324774,446387,240783,SP463407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,97,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4PN,Yes,52.063689,-1.314429,447096,240812,SP470408,Banbury Grimsbury and Hightown,Banbury,2010-08-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4PT,Yes,52.062857,-1.326111,446296,240712,SP462407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4PX,No,52.062848,-1.326111,446296,240711,SP462407,Banbury Grimsbury and Hightown,Banbury,2001-12-01,2002-10-01,95,England,2024-12-20,Imputed by ONS by reference to surrounding postcode grid references,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4QA,No,52.061970,-1.328093,446161,240612,SP461406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2004-05-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4QB,No,52.061970,-1.328093,446161,240612,SP461406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2004-01-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4QD,Yes,52.061970,-1.328093,446161,240612,SP461406,Banbury Grimsbury and Hightown,Banbury,2006-04-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4QG,Yes,52.061980,-1.328078,446162,240613,SP461406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4QJ,Yes,52.062985,-1.326459,446272,240726,SP462407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4QQ,Yes,52.062037,-1.327275,446217,240620,SP462406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4QR,Yes,52.060673,-1.326246,446289,240469,SP462404,Banbury Grimsbury and Hightown,Banbury,2006-07-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4QS,Yes,52.059913,-1.325411,446347,240385,SP463403,Banbury Grimsbury and Hightown,Banbury,2006-09-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4QT,Yes,52.059973,-1.323251,446495,240393,SP464403,Banbury Grimsbury and Hightown,Banbury,2006-07-01,,91,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4QU,Yes,52.066031,-1.321468,446611,241068,SP466410,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,97,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4QW,Yes,52.059885,-1.323617,446470,240383,SP464403,Banbury Grimsbury and Hightown,Banbury,2006-05-01,,91,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4QX,Yes,52.065607,-1.322656,446530,241020,SP465410,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028440,Cherwell 004F,E01028440,Cherwell 004F
OX16 4QY,Yes,52.064717,-1.321196,446631,240922,SP466409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4QZ,Yes,52.064007,-1.321280,446626,240843,SP466408,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,96,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4RA,Yes,52.064883,-1.321879,446584,240940,SP465409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,96,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028440,Cherwell 004F,E01028440,Cherwell 004F
OX16 4RB,Yes,52.065357,-1.322966,446509,240992,SP465409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028440,Cherwell 004F,E01028440,Cherwell 004F
OX16 4RD,Yes,52.065487,-1.323474,446474,241006,SP464410,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028440,Cherwell 004F,E01028440,Cherwell 004F
OX16 4RE,Yes,52.065039,-1.324006,446438,240956,SP464409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028440,Cherwell 004F,E01028440,Cherwell 004F
OX16 4RF,Yes,52.064574,-1.324378,446413,240904,SP464409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,97,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4RG,Yes,52.064299,-1.325126,446362,240873,SP463408,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4RH,Yes,52.062471,-1.325809,446317,240669,SP463406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4RJ,Yes,52.062021,-1.324460,446410,240620,SP464406,Banbury Grimsbury and Hightown,Banbury,2002-09-01,,97,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4RL,Yes,52.060834,-1.324405,446415,240488,SP464404,Banbury Grimsbury and Hightown,Banbury,2006-03-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4RN,Yes,52.058996,-1.325030,446374,240283,SP463402,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4RP,Yes,52.061799,-1.326520,446269,240594,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4RQ,Yes,52.060506,-1.325358,446350,240451,SP463404,Banbury Grimsbury and Hightown,Banbury,2005-10-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4RR,No,52.061639,-1.326829,446248,240576,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2008-05-01,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4RS,Yes,52.068719,-1.313520,447153,241372,SP471413,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,99,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 4RT,Yes,52.061447,-1.324673,446396,240556,SP463405,Banbury Grimsbury and Hightown,Banbury,2005-12-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4RU,Yes,52.061821,-1.325747,446322,240597,SP463405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4RW,No,52.057790,-1.323635,446471,240150,SP464401,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2002-12-01,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4RX,Yes,52.062246,-1.324515,446406,240645,SP464406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,97,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4RY,Yes,52.058834,-1.317142,446915,240270,SP469402,Banbury Grimsbury and Hightown,Banbury,2004-02-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4RZ,Yes,52.059212,-1.317326,446902,240312,SP469403,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SA,Yes,52.061845,-1.322100,446572,240602,SP465406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SB,Yes,52.064158,-1.319352,446758,240861,SP467408,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SD,Yes,52.063616,-1.322015,446576,240799,SP465407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,97,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SE,Yes,52.064744,-1.322771,446523,240924,SP465409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SF,Yes,52.063222,-1.320737,446664,240756,SP466407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SG,Yes,52.062984,-1.322811,446522,240728,SP465407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SH,Yes,52.062948,-1.324314,446419,240723,SP464407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,97,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SJ,Yes,52.062286,-1.325259,446355,240649,SP463406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,96,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4SL,Yes,52.062157,-1.326223,446289,240634,SP462406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4SN,Yes,52.061957,-1.327217,446221,240611,SP462406,Banbury Grimsbury and Hightown,Banbury,2023-05-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4SP,Yes,52.061489,-1.317714,446873,240565,SP468405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SQ,Yes,52.062683,-1.324013,446440,240694,SP464406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SR,Yes,52.064070,-1.322854,446518,240849,SP465408,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,99,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SS,No,52.061574,-1.317218,446907,240575,SP469405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2008-05-01,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4ST,No,52.060720,-1.320323,446695,240478,SP466404,Banbury Grimsbury and Hightown,Banbury,2001-06-01,2015-08-01,91,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SU,No,52.060728,-1.318543,446817,240480,SP468404,Banbury Grimsbury and Hightown,Banbury,2001-06-01,2024-02-01,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SW,Yes,52.061924,-1.315111,447051,240615,SP470406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4SX,Yes,52.065139,-1.312917,447198,240974,SP471409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
